,,CODE,Model,DESCRIPTION,UOM
1,RCF,63531084,63531084,CTU/C2U CD KEYBOARD BOARD MS1033 REV 4.0,PCS
1,RCF,63531085,63531085,EC-480/460 CD PWR SUPPLY BOARD MS1033 R1.0,PCS
1,RCF,63531086,63531086,CTE-392 TUNER KB BOARD MS1033 REV 4.0,PCS
1,RCF,63531088,63531088,METAL GRILL WITH LOGO PL60FD,PCS
1,RCF,63531089,63531089,METAL GRILL WITH LOGO PL40,PCS
1,RCF,63531090,63531090,THERM. SWITCH + CABLE & CONN. AM1122/UP1123,PCS
1,RCF,63531091,63531091,METAL GRILL WITH LOGO MONITOR 44/55 - WHITE,PCS
1,RCF,63531092,63531092,METAL GRILL WITH LOGO DP1T/G DP1ST/K,PCS
1,RCF,63531093,63531093,PLASTIC KEYBOARD FOR FM RADIO MS1033,PCS
1,RCF,63531094,63531094,PLASTIC KEYBOARD FOR CD PLAYER MS1033,PCS
1,RCF,63531096,63531096,TWEETER MQ 50,PCS
1,RCF,63531097,63531097,POWER SUPPLY  V2.2 MS520,PCS
1,RCF,63531104,63531104,KNOB FOR RC62 (GRAY),PCS
1,RCF,63531105,63531105,KNOB FOR RC62 (SILVER),PCS
1,RCF,63531106,63531106,KNOB FOR RC62 (WHITE),PCS
1,RCF,63531107,63531107,PU WINDSCREEN FOR PAVILION SPH2605 (PAIR),PCS
1,RCF,63531108,63531108,INPUT LIM. BOARD PCBUW008 HC1600-2000,PCS
1,RCF,63531135,63531135,KIT FOR FIXING IN A RACK TX2006  PX2106,PCS
1,RCF,63531136,63531136,PLASTIC HANDLE TX2006,PCS
1,RCF,63531137,63531137,PLASTIC HANDLE TX4016,PCS
1,RCF,63531138,63531138,GRILLE TX 2006,PCS
1,RCF,63531139,63531139,GRILLE TX 4016,PCS
1,RCF,63531140,63531140,RECEIVER ANTENNA TX4016-PX4116,PCS
1,RCF,63531141,63531141,MICROPHONE PX2106-PX4116,PCS
1,RCF,63531142,63531142,BATTERY COVER PX2106-PX4116,PCS
1,RCF,63531143,63531143,POWER SUPPLY TX2006 - PX2106,PCS
1,RCF,63531144,63531144,POWER SUPPLY TX4016-PX4116,PCS
1,RCF,63531145,63531145,METAL GRILL WITH LOGO PL6X,PCS
1,RCF,63531146,63531146,LINE TRANSFORMER 100V (12-6-3 W) PL 6X,PCS
1,RCF,63531147,63531147,"6"" COAXIAL WOOFER PL 6X",PCS
1,RCF,63531148,63531148,MAIN BOARD MS520,PCS
1,RCF,63531169,63531169,INTEGRATED CIRCUIT IC 2072D,PCS
1,RCF,63531175,63531175,MICROPHONE CAPSULE TX2006,PCS
1,RCF,63531178,63531178,MICROPHONE CAPSULE TX4016,PCS
1,RCF,63531184,63531184,METAL GRILL WITH RCF LOGO DM41,PCS
1,RCF,63531194,63531194,MESH (WITH CLOTH & LOGO) MQ50i-W (WHITE),PCS
1,RCF,63531201,63531201,RECEIVER MAIN BOARD PX2106 MK2,PCS
1,RCF,63531202,63531202,RECEIVER MAIN BOARD PX4116 MK2,PCS
1,RCF,63531203,63531203,RECEIVER MAIN BOARD TX2106 MK2,PCS
1,RCF,63531204,63531204,RECEIVER MAIN BOARD TX4016 MK2,PCS
1,RCF,63531205,63531205,HANDHELD TRANSMITTER TX2006 MK2,PCS
1,RCF,63531206,63531206,HANDHELD TRANSMITTER TX4016 MK2,PCS
1,RCF,63531207,63531207,HANDSFREE TRANSMITTER PX2106 MK2,PCS
1,RCF,63531208,63531208,HANDSFREE TRANSMITTER PX4116 MK2,PCS
1,RCF,63531211,63531211,WOOFER MQ 50i 16 OHM,PCS
1,RCF,63531212,63531212,WOOFER MQ 50 16 OHM,PCS
1,RCF,63531213,63531213,WOOFER MQ 50C 16 OHM,PCS
1,RCF,63531217,63531217,CONTROL BOARD UP1121,PCS
1,RCF,63531218,63531218,MAIN BOARD UP1121,PCS
1,RCF,63531220,63531220,CONTROL BOARD AM1125,PCS
1,RCF,63531221,63531221,MAIN BOARD AM1125,PCS
1,RCF,63531222,63531222,SMALL KNOB AM1125,PCS
1,RCF,63531223,63531223,BIG KNOB AM1125,PCS
1,RCF,63531224,63531224,TOROIDAL TRASF AM1125,PCS
1,RCF,63531225,63531225,OUTPUT TRANSF AM1125,PCS
1,RCF,63531226,63531226,FAN AM1125,PCS
1,RCF,63531229,63531229,SAFETY PROTECTION AM1125,PCS
1,RCF,63531230,63531230,SET FOR FIXING ON RACK AM1125,PCS
1,RCF,63531234,63531234,EC-460-11 CD MECHANICAL PLAYER MS1033,PCS
1,RCF,63531237,63531237,SD CARD BOARD RD2016,PCS
1,RCF,63531238,63531238,RS-232 BOARD RD2016,PCS
1,RCF,63531240,63531240,MAIN PWB BOARD RD2016,PCS
1,RCF,63531241,63531241,IN-OUT POWER BOARD RD2016,PCS
1,RCF,63531267,63531267,MESH (WITH CLOTH & LOGO) MQ80P-W (WHITE),PCS
1,RCF,63531268,63531268,MESH (WITH CLOTH & LOGO) MQ80P-B (BLACK),PCS
1,RCF,63531350,63531350,045V2P0 FRONT PAN.+ DISPLAY AND BOTT. MS520,PCS
1,RCF,63599903,63599903,MODULO AMPLIFICATORE MU 7100EN,PCS
1,RCF,81311069,81311069,C1P11-058A-103- POTENTIOMETER 10K,PCS
1,RCF,81311091,81311091,POTENZIOM. 10K LOG. INV ,PCS
1,RCF,81321010,81321010,ROTARY VARIABLE RESISTOR,PCS
1,RCF,81711002,81711002,C1T11-001A - INPUT TRANSF.,PCS
1,RCF,81721027,81721027,C1T21-023B -OUTPUT TRANSF.,PCS
1,RCF,81721041,81721041,C1T21-017A   -TRANSFORMER,PCS
1,RCF,81721042,81721042,C1T21-036A -TRASFORMER,PCS
1,RCF,81721046,81721046,C1T21-046A OUTPUT TRANSFORMER,PCS
1,RCF,81731001,81731001,C1T31-001A   -TRANSFORMER,PCS
1,RCF,81731075,81731075,C1T31-072A - LINE TRANSFORMER,PCS
1,RCF,81731111,81731111,TRANSFORMER HF6045 EN,PCS
1,RCF,81751061,81751061,C1T51-007C - PS TRANSFORMER,PCS
1,RCF,81751063,81751063,C1T51-051A -TRASFORMER,PCS
1,RCF,81751090,81751090,C1T51-075A -PS TRANSFORMER,PCS
1,RCF,81751098,81751098,C1T51-018A - TRASFORMER,PCS
1,RCF,81751118,81751118,C1T51-099A   -TRANSFORMER,PCS
1,RCF,81751119,81751119,C1T51-100A -TRASFORMER,PCS
1,RCF,83231020,83231020,C3S31-0200202-LOCK BUTTOM,PCS
1,RCF,83231023,83231023,C3S31-0230202-PUSH BUTTON,PCS
1,RCF,83231026,83231026,EVAC.  PUSHBUTTON CONSOLE BM3804,PCS
1,RCF,83232013,83232013,C3S32-0130202-PUSH BUTTON,PCS
1,RCF,83232014,83232014,C3S32-0140202-PUSH BUTTON,PCS
1,RCF,83232017,83232017,C3S32-0160102-PUSH BUTTON,PCS
1,RCF,83232021,83232021,C3S32-0210101- UNSTABLE PUSHBUTTON,PCS
1,RCF,83242013,83242013,POWER SWITCH C3S42-015,PCS
1,RCF,83242025,83242025,C3S42-025 SWITCH,PCS
1,RCF,83433040,83433040,C3C33-040F010-PLUG RJ 10P,PCS
1,RCF,83471131,83471131,CONNECTORS P5.08 VITI 4 POLI,PCS
1,RCF,83482004,83482004,C3C82-004M003 - AC SOCKET,PCS
1,RCF,83483028,83483028,C3C83-028E003 POWER CORD,PCS
1,RCF,83802000,83802000,C3A02-000 - ANTENNA BTH 2.4GHz,PCS
1,RCF,83802001,83802001,C3A02-001 - LINK CABLE MHF-SMA 2.4GHz,PCS
1,RCF,83882014,83882014,C3A82-014 -GRAY KEY,PCS
1,RCF,83882015,83882015,C3A82-015 -RED KEY,PCS
1,RCF,83882016,83882016,C3A82-016  -BLACK BUTTON,PCS
1,RCF,84111038,84111038,LOUSPEAKER DMU6100,PCS
1,RCF,84111065,84111065,"6"" DUAL CONE WOOFER FOR PL 60",PCS
1,RCF,84111156,84111156,WOOFER MB3G081 LJ 16 OHM,PCS
1,RCF,84111157,84111157,C.DRIVER CD 102-S  LJ 8 OHM,PCS
1,RCF,84115001,84115001,C4E15-001 -LOUDSPEAKER,PCS
1,RCF,93002051,93002051,PSU AC/DC FRA012-S24 BM3003,PCS
1,RCF,97402921,97402921,M.VOLUME -BACKB. CABLE (10PICO-650mm) ,PCS
1,RCF,97402922,97402922,VOL. INPUT -BACKB. CABLE (16PICO-400mm),PCS
1,RCF,97402925,97402925,POWER AMP.-BACKB. CABLE (6PICO-500mm) ,PCS
1,RCF,97402929,97402929,INPUTS VOLUME-BACKB. CABLE (10Pico-400mm),PCS
1,RCF,THD00174,THD00174,TRANSFORMER LINE 70/100V 40W 8OHM,PCS
